season,club,home_win,away_win,home_loss,away_loss,matches_won,matches_lost,matches_drawn,total_matches,points,home_goals,away_goals,goals_scored,goals_conceded,goal_difference
1986-87,Espanyol,16,4,1,12,20,13,11,44,71,44,22,66,46,20
1986-87,Barcelona,19,5,1,4,24,5,15,44,87,46,17,63,29,34
1986-87,Real Madrid,16,11,1,4,27,5,12,44,93,48,36,84,37,47
1987-88,Sabadell,7,2,6,12,9,18,11,38,38,17,10,27,48,-21
1987-88,Mallorca,8,1,5,12,9,17,12,38,39,26,9,35,50,-15
1987-88,Murcia,6,3,4,12,9,16,13,38,40,17,14,31,42,-11
1987-88,Las Palmas,9,3,10,11,12,21,5,38,41,27,16,43,65,-22
1987-88,Valencia,8,2,5,10,10,15,13,38,43,26,18,44,53,-9
1987-88,Espanyol,8,3,6,10,11,16,11,38,44,28,16,44,55,-11
1987-88,Logrones,9,3,5,12,12,17,9,38,45,20,8,28,45,-17
1987-88,Cadiz,8,3,4,10,11,14,13,38,46,28,19,47,54,-7
1987-88,Betis,11,3,3,16,14,19,5,38,47,30,12,42,54,-12
1987-88,Real Zaragoza,8,3,3,10,11,13,14,38,47,32,22,54,56,-2
1987-88,Sevilla,7,6,4,10,13,14,11,38,50,23,18,41,46,-5
1987-88,Valladolid,10,3,2,11,13,13,12,38,51,17,14,31,34,-3
1987-88,Sporting de Gijon,11,3,2,12,14,14,10,38,52,32,12,44,49,-5
1987-88,Celta de Vigo,11,3,2,11,14,13,11,38,53,31,12,43,40,3
1987-88,Barcelona,9,6,7,7,15,14,9,38,54,31,18,49,44,5
1987-88,Osasuna,11,4,2,11,15,13,10,38,55,30,10,40,34,6
1987-88,Athletic Club,12,5,2,7,17,9,12,38,63,31,19,50,43,7
1987-88,Atletico de Madrid,13,6,5,4,19,9,10,38,67,32,28,60,38,22
1987-88,Real Sociedad,13,9,3,6,22,9,7,38,73,33,28,61,33,28
1987-88,Real Madrid,18,10,1,3,28,4,6,38,90,59,36,95,26,69
1988-89,Elche,3,1,11,16,4,27,7,38,19,15,14,29,71,-42
1988-89,Murcia,5,4,10,13,9,23,6,38,33,16,11,27,58,-31
1988-89,Espanyol,5,2,6,9,7,15,16,38,37,20,9,29,44,-15
1988-89,Betis,7,2,7,11,9,18,11,38,38,20,16,36,55,-19
1988-89,Cadiz,3,6,5,9,9,14,15,38,42,16,15,31,41,-10
1988-89,Logrones,6,3,4,9,9,13,16,38,43,15,10,25,37,-12
1988-89,CD Malaga,6,6,6,11,12,17,9,38,45,21,18,39,53,-14
1988-89,Real Sociedad,9,2,4,9,11,13,14,38,47,22,16,38,47,-9
1988-89,Real Oviedo,8,4,7,8,12,15,11,38,47,26,15,41,48,-7
1988-89,Sporting de Gijon,8,5,6,10,13,16,9,38,48,24,18,42,42,0
1988-89,Osasuna,9,4,4,10,13,14,11,38,50,20,19,39,43,-4
1988-89,Sevilla,9,4,4,9,13,13,12,38,51,26,12,38,39,-1
1988-89,Celta de Vigo,9,5,4,9,14,13,11,38,53,23,19,42,48,-6
1988-89,Athletic Club,11,4,3,8,15,11,12,38,57,32,13,45,35,10
1988-89,Real Zaragoza,9,6,3,7,15,10,13,38,58,22,26,48,42,6
1988-89,Valladolid,13,5,4,9,18,13,7,38,61,22,18,40,31,9
1988-89,Atletico de Madrid,13,6,2,9,19,11,8,38,65,49,20,69,45,24
1988-89,Valencia,11,7,2,5,18,7,13,38,67,27,12,39,26,13
1988-89,Barcelona,15,8,1,3,23,4,11,38,80,50,30,80,26,54
1988-89,Real Madrid,16,9,0,1,25,1,12,38,87,56,35,91,37,54
1989-90,Rayo Vallecano,6,0,7,18,6,25,7,38,25,21,11,32,75,-43
1989-90,Celta de Vigo,4,1,5,16,5,21,12,38,27,17,7,24,51,-27
1989-90,Tenerife,6,2,6,14,8,20,10,38,34,28,14,42,60,-18
1989-90,CD Malaga,6,3,8,11,9,19,10,38,37,13,10,23,50,-27
1989-90,Valladolid,7,1,7,9,8,16,14,38,38,19,12,31,41,-10
1989-90,Castellon,7,2,4,11,9,15,14,38,41,16,14,30,48,-18
1989-90,Cadiz,9,3,7,13,12,20,6,38,42,14,14,28,63,-35
1989-90,Sporting de Gijon,8,4,4,12,12,16,10,38,46,25,12,37,34,3
1989-90,Athletic Club,9,2,1,11,11,12,15,38,48,27,10,37,39,-2
1989-90,Mallorca,7,4,3,7,11,10,17,38,50,23,13,36,34,2
1989-90,Real Oviedo,10,2,4,7,12,11,15,38,51,27,14,41,46,-5
1989-90,Osasuna,12,2,4,8,14,12,12,38,54,29,13,42,42,0
1989-90,Real Zaragoza,13,3,3,11,16,14,8,38,56,29,23,52,52,0
1989-90,Logrones,12,6,4,11,18,15,5,38,59,26,21,47,51,-4
1989-90,Real Sociedad,11,4,1,8,15,9,14,38,59,28,15,43,35,8
1989-90,Sevilla,12,6,3,10,18,13,7,38,61,38,26,64,46,18
1989-90,Atletico de Madrid,14,6,1,7,20,8,10,38,70,33,22,55,35,20
1989-90,Valencia,14,6,1,4,20,5,13,38,73,44,23,67,42,25
1989-90,Barcelona,14,9,2,8,23,10,5,38,74,53,30,83,39,44
1989-90,Real Madrid,17,9,0,2,26,2,10,38,88,78,29,107,38,69
1990-91,Betis,4,2,5,14,6,19,13,38,31,22,15,37,65,-28
1990-91,Castellon,8,0,4,14,8,18,12,38,36,23,4,27,48,-21
1990-91,Cadiz,7,0,4,12,7,16,15,38,36,21,8,29,41,-12
1990-91,Mallorca,6,3,2,11,9,13,16,38,43,19,13,32,40,-8
1990-91,Real Zaragoza,8,3,5,11,11,16,11,38,44,24,12,36,40,-4
1990-91,Espanyol,11,1,5,11,12,16,10,38,46,29,10,39,47,-8
1990-91,Real Sociedad,8,3,2,11,11,13,14,38,47,21,18,39,45,-6
1990-91,Real Burgos,7,3,5,6,10,11,17,38,47,25,7,32,27,5
1990-91,Tenerife,10,4,5,12,14,17,7,38,49,18,19,37,53,-16
1990-91,Valladolid,9,3,2,11,12,13,13,38,49,28,10,38,40,-2
1990-91,Logrones,9,4,5,9,13,14,11,38,50,18,10,28,35,-7
1990-91,Athletic Club,12,3,4,13,15,17,6,38,51,28,13,41,50,-9
1990-91,Sevilla,13,2,3,12,15,15,8,38,53,31,14,45,47,-2
1990-91,Real Oviedo,11,2,0,9,13,9,16,38,55,26,10,36,35,1
1990-91,Valencia,11,4,4,9,15,13,10,38,55,28,16,44,40,4
1990-91,Osasuna,12,3,2,6,15,8,15,38,60,26,17,43,34,9
1990-91,Sporting de Gijon,12,4,2,8,16,10,12,38,60,31,19,50,37,13
1990-91,Atletico de Madrid,12,5,2,6,17,8,13,38,64,35,17,52,28,24
1990-91,Real Madrid,13,7,4,8,20,12,6,38,66,38,25,63,37,26
1990-91,Barcelona,15,10,1,5,25,6,7,38,82,44,30,74,33,41
1991-92,Valladolid,6,1,5,13,7,18,13,38,34,21,10,31,53,-22
1991-92,Cadiz,6,1,4,13,7,17,14,38,35,18,14,32,55,-23
1991-92,Mallorca,7,3,8,13,10,21,7,38,37,19,11,30,49,-19
1991-92,Deportivo,5,3,3,12,8,15,15,38,39,24,13,37,48,-11
1991-92,Osasuna,9,1,4,11,10,15,13,38,43,18,12,30,40,-10
1991-92,Espanyol,9,3,6,12,12,18,8,38,44,26,17,43,60,-17
1991-92,Athletic Club,10,3,6,12,13,18,7,38,46,25,13,38,58,-20
1991-92,Tenerife,11,1,4,12,12,16,10,38,46,30,16,46,50,-4
1991-92,Sevilla,11,2,4,13,13,17,8,38,47,33,15,48,45,3
1991-92,Logrones,9,4,3,12,13,15,10,38,49,20,16,36,51,-15
1991-92,Real Burgos,10,2,4,9,12,13,13,38,49,25,15,40,43,-3
1991-92,Real Oviedo,12,2,4,12,14,16,8,38,50,27,14,41,46,-5
1991-92,Sporting de Gijon,10,5,6,9,15,15,8,38,53,22,15,37,43,-6
1991-92,Albacete,11,5,4,10,16,14,8,38,56,28,17,45,47,-2
1991-92,Real Zaragoza,12,5,4,10,17,14,7,38,58,29,11,40,41,-1
1991-92,Real Sociedad,11,5,2,8,16,10,12,38,60,27,17,44,38,6
1991-92,Valencia,12,8,3,8,20,11,7,38,67,37,26,63,42,21
1991-92,Atletico de Madrid,16,8,2,7,24,9,5,38,77,47,20,67,35,32
1991-92,Real Madrid,16,7,0,7,23,7,8,38,77,47,31,78,32,46
1991-92,Barcelona,15,8,1,5,23,6,9,38,78,48,39,87,37,50
1992-93,Real Burgos,3,1,7,13,4,20,14,38,26,16,13,29,69,-40
1992-93,Cadiz,3,2,8,13,5,21,12,38,27,19,11,30,70,-40
1992-93,Espanyol,7,2,7,11,9,18,11,38,38,25,15,40,56,-16
1992-93,Rayo Vallecano,6,2,3,10,8,13,17,38,41,25,15,40,49,-9
1992-93,Albacete,10,1,7,11,11,18,9,38,42,37,17,54,59,-5
1992-93,Real Oviedo,7,4,5,12,11,17,10,38,43,28,14,42,52,-10
1992-93,Celta de Vigo,5,4,5,8,9,13,16,38,43,13,12,25,32,-7
1992-93,Logrones,7,4,8,8,11,16,11,38,44,15,17,32,48,-16
1992-93,Sporting de Gijon,6,5,7,8,11,15,12,38,45,16,22,38,57,-19
1992-93,Real Zaragoza,8,3,5,9,11,14,13,38,46,21,16,37,52,-15
1992-93,Osasuna,9,3,6,10,12,16,10,38,46,25,17,42,41,1
1992-93,Real Sociedad,10,3,5,12,13,17,8,38,47,30,16,46,59,-13
1992-93,Athletic Club,11,6,4,11,17,15,6,38,57,29,24,53,49,4
1992-93,Atletico de Madrid,10,6,2,9,16,11,11,38,59,28,24,52,42,10
1992-93,Tenerife,9,6,2,7,15,9,14,38,59,33,26,59,47,12
1992-93,Sevilla,11,6,3,9,17,12,9,38,60,27,19,46,44,2
1992-93,Valencia,14,5,3,6,19,9,10,38,67,41,19,60,33,27
1992-93,Deportivo,14,8,1,5,22,6,10,38,76,41,26,67,33,34
1992-93,Real Madrid,16,8,0,5,24,5,9,38,81,45,30,75,28,47
1992-93,Barcelona,16,9,0,5,25,5,8,38,83,52,35,87,34,53
1993-94,Osasuna,6,2,6,14,8,20,10,38,34,20,14,34,63,-29
1993-94,Lleida,3,4,8,10,7,18,13,38,34,12,17,29,48,-19
1993-94,Valladolid,4,4,5,11,8,16,14,38,38,14,14,28,51,-23
1993-94,Rayo Vallecano,7,2,6,10,9,16,13,38,40,26,14,40,58,-18
1993-94,Logrones,6,3,5,9,9,14,15,38,42,28,19,47,58,-11
1993-94,Celta de Vigo,9,2,5,11,11,16,11,38,44,25,16,41,51,-10
1993-94,Albacete,8,2,3,10,10,13,15,38,45,33,16,49,58,-9
1993-94,Real Sociedad,8,4,3,11,12,14,12,38,48,23,16,39,47,-8
1993-94,Atletico de Madrid,11,2,5,11,13,16,9,38,48,32,22,54,54,0
1993-94,Real Oviedo,9,3,7,6,12,13,13,38,49,25,18,43,49,-6
1993-94,Sporting de Gijon,9,6,7,11,15,18,5,38,50,27,15,42,57,-15
1993-94,Tenerife,12,3,3,14,15,17,6,38,51,30,20,50,57,-7
1993-94,Racing de Santander,11,4,4,11,15,15,8,38,53,31,13,44,42,2
1993-94,Valencia,10,4,3,9,14,12,12,38,54,37,18,55,50,5
1993-94,Sevilla,10,5,5,6,15,11,12,38,57,32,24,56,42,14
1993-94,Athletic Club,11,5,2,9,16,11,11,38,59,39,22,61,47,14
1993-94,Real Madrid,11,8,4,8,19,12,7,38,64,33,28,61,50,11
1993-94,Real Zaragoza,14,5,2,9,19,11,8,38,65,46,25,71,47,24
1993-94,Deportivo,13,9,1,3,22,4,12,38,78,36,18,54,18,36
1993-94,Barcelona,16,9,2,5,25,7,6,38,81,56,35,91,42,49
1994-95,Logrones,1,1,11,16,2,27,9,38,15,11,4,15,79,-64
1994-95,Valladolid,6,2,8,13,8,21,9,38,33,18,7,25,63,-38
1994-95,Sporting de Gijon,6,2,5,13,8,18,12,38,36,25,17,42,67,-25
1994-95,Albacete,6,4,6,8,10,14,14,38,44,23,21,44,61,-17
1994-95,Compostela,8,3,5,10,11,15,12,38,45,23,21,44,56,-12
1994-95,Celta de Vigo,6,5,7,6,11,13,14,38,47,16,20,36,48,-12
1994-95,Tenerife,10,3,3,13,13,16,9,38,48,31,26,57,57,0
1994-95,Atletico de Madrid,10,3,5,11,13,16,9,38,48,39,17,56,54,2
1994-95,Racing de Santander,8,5,4,11,13,15,10,38,49,25,17,42,47,-5
1994-95,Real Sociedad,8,4,5,7,12,12,14,38,50,39,17,56,44,12
1994-95,Valencia,10,3,4,9,13,13,12,38,51,33,20,53,48,5
1994-95,Real Oviedo,12,1,2,10,13,12,13,38,52,29,16,45,42,3
1994-95,Espanyol,11,3,1,8,14,9,15,38,57,35,16,51,35,16
1994-95,Athletic Club,10,6,5,7,16,12,10,38,58,22,17,39,42,-3
1994-95,Sevilla,8,8,6,5,16,11,11,38,59,30,25,55,41,14
1994-95,Real Zaragoza,13,5,2,11,18,13,7,38,61,39,17,56,51,5
1994-95,Betis,9,6,2,5,15,7,16,38,61,27,19,46,25,21
1994-95,Barcelona,12,6,2,8,18,10,10,38,64,34,26,60,45,15
1994-95,Deportivo,12,8,2,5,20,7,11,38,71,42,26,68,32,36
1994-95,Real Madrid,15,8,1,5,23,6,9,38,78,45,31,76,29,47
1995-96,Salamanca,7,1,10,15,8,25,9,42,33,34,19,53,82,-29
1995-96,Albacete,7,3,7,13,10,20,12,42,42,31,24,55,81,-26
1995-96,Merida,8,2,7,13,10,20,12,42,42,22,15,37,62,-25
1995-96,Rayo Vallecano,7,5,11,11,12,22,8,42,44,29,18,47,75,-28
1995-96,Sporting de Gijon,10,3,8,14,13,22,7,42,46,39,12,51,60,-9
1995-96,Racing de Santander,6,5,5,12,11,17,14,42,47,25,22,47,69,-22
1995-96,Valladolid,7,4,4,13,11,17,14,42,47,30,27,57,62,-5
1995-96,Real Oviedo,5,7,9,9,12,18,12,42,48,23,25,48,67,-19
1995-96,Sevilla,7,4,6,10,11,16,15,42,48,19,24,43,55,-12
1995-96,Athletic Club,9,2,5,11,11,16,15,42,48,25,19,44,55,-11
1995-96,Real Zaragoza,7,4,9,7,11,16,15,42,48,27,24,51,59,-8
1995-96,Celta de Vigo,9,3,2,12,12,14,16,42,52,30,19,49,51,-2
1995-96,Compostela,12,5,5,12,17,17,8,42,59,34,13,47,54,-7
1995-96,Deportivo,11,5,4,9,16,13,13,42,61,37,26,63,44,19
1995-96,Betis,9,7,6,6,16,12,14,42,62,39,22,61,54,7
1995-96,Real Sociedad,12,5,4,9,17,13,12,42,63,38,24,62,53,9
1995-96,Real Madrid,12,8,6,6,20,12,10,42,70,42,33,75,51,24
1995-96,Tenerife,11,9,4,6,20,10,12,42,72,38,31,69,54,15
1995-96,Espanyol,11,9,2,6,20,8,14,42,74,34,29,63,36,27
1995-96,Barcelona,15,7,1,5,22,6,14,42,80,42,30,72,39,33
1995-96,Valencia,16,10,2,9,26,11,5,42,83,43,34,77,51,26
1995-96,Atletico de Madrid,13,13,4,3,26,7,9,42,87,40,35,75,32,43
1996-97,Logrones,6,3,11,16,9,27,6,42,33,17,16,33,85,-52
1996-97,Hercules,10,2,8,17,12,25,5,42,41,26,14,40,77,-37
1996-97,Sevilla,8,4,9,14,12,23,7,42,43,29,21,50,69,-19
1996-97,Extremadura,9,2,8,12,11,20,11,42,44,24,11,35,64,-29
1996-97,Rayo Vallecano,8,5,9,14,13,23,6,42,45,25,18,43,62,-19
1996-97,Real Oviedo,9,3,6,12,12,18,12,42,48,30,19,49,65,-16
1996-97,Celta de Vigo,8,4,6,11,12,17,13,42,49,34,17,51,54,-3
1996-97,Sporting de Gijon,8,5,6,12,13,18,11,42,50,28,17,45,63,-18
1996-97,Real Zaragoza,9,3,6,10,12,16,14,42,50,37,21,58,66,-8
1996-97,Racing de Santander,6,5,8,6,11,14,17,42,50,29,23,52,54,-2
1996-97,Espanyol,11,3,5,14,14,19,9,42,51,30,21,51,57,-6
1996-97,Compostela,8,5,7,8,13,15,14,42,53,30,22,52,65,-13
1996-97,Valencia,10,5,3,13,15,16,11,42,56,35,28,63,59,4
1996-97,Tenerife,9,6,6,10,15,16,11,42,56,47,22,69,57,12
1996-97,Real Sociedad,12,6,4,11,18,15,9,42,63,30,20,50,47,3
1996-97,Valladolid,11,7,6,8,18,14,10,42,64,34,23,57,46,11
1996-97,Athletic Club,10,6,2,8,16,10,16,42,64,41,31,72,57,15
1996-97,Atletico de Madrid,12,8,6,5,20,11,11,42,71,42,34,76,64,12
1996-97,Deportivo,12,9,2,5,21,7,14,42,77,32,25,57,30,27
1996-97,Betis,10,11,4,3,21,7,14,42,77,44,37,81,46,35
1996-97,Barcelona,17,11,1,7,28,8,6,42,90,63,39,102,48,54
1996-97,Real Madrid,17,10,0,4,27,4,11,42,92,54,31,85,36,49
1997-98,Sporting de Gijon,2,0,15,14,2,29,7,38,13,15,16,31,80,-49
1997-98,Merida,8,1,4,13,9,17,12,38,39,25,8,33,53,-20
1997-98,Real Oviedo,7,2,6,10,9,16,13,38,40,19,17,36,51,-15
1997-98,Compostela,8,3,5,11,11,16,11,38,44,30,26,56,66,-10
1997-98,Tenerife,8,3,3,12,11,15,12,38,45,29,15,44,57,-13
1997-98,Racing de Santander,8,4,7,10,12,17,9,38,45,26,20,46,55,-9
1997-98,Salamanca,9,3,5,12,12,17,9,38,45,33,13,46,46,0
1997-98,Real Zaragoza,4,8,5,9,12,14,12,38,48,23,22,45,53,-8
1997-98,Deportivo,9,3,4,9,12,13,13,38,49,32,12,44,46,-2
1997-98,Valladolid,7,6,5,9,13,14,11,38,50,22,14,36,47,-11
1997-98,Espanyol,9,3,3,6,12,9,17,38,53,25,19,44,31,13
1997-98,Valencia,9,7,5,10,16,15,7,38,55,32,26,58,52,6
1997-98,Betis,11,6,4,9,17,13,8,38,59,30,19,49,50,-1
1997-98,Celta de Vigo,14,3,1,11,17,12,9,38,60,34,20,54,47,7
1997-98,Mallorca,10,6,4,6,16,10,12,38,60,34,21,55,39,16
1997-98,Atletico de Madrid,11,5,2,8,16,10,12,38,60,47,32,79,56,23
1997-98,Real Madrid,12,5,3,6,17,9,12,38,63,34,29,63,45,18
1997-98,Real Sociedad,10,6,1,6,16,7,15,38,63,33,27,60,37,23
1997-98,Athletic Club,12,5,2,5,17,7,14,38,65,36,16,52,42,10
1997-98,Barcelona,14,9,4,6,23,10,5,38,74,42,36,78,56,22
1998-99,Salamanca,7,0,8,17,7,25,6,38,27,22,7,29,66,-37
1998-99,Tenerife,4,3,6,12,7,18,13,38,34,25,16,41,63,-22
1998-99,Villarreal,6,2,7,11,8,18,12,38,36,29,18,47,63,-16
1998-99,Extremadura,8,1,7,10,9,17,12,38,39,17,10,27,53,-26
1998-99,Alaves,10,1,5,15,11,20,7,38,40,25,11,36,63,-27
1998-99,Racing de Santander,6,4,8,8,10,16,12,38,42,22,19,41,53,-12
1998-99,Real Oviedo,8,3,6,9,11,15,12,38,45,21,20,41,57,-16
1998-99,Atletico de Madrid,8,4,4,12,12,16,10,38,46,37,17,54,50,4
1998-99,Valladolid,10,3,5,11,13,16,9,38,48,22,13,35,44,-9
1998-99,Betis,8,6,8,9,14,17,7,38,49,23,24,47,58,-11
1998-99,Real Sociedad,11,3,3,9,14,12,12,38,54,32,15,47,43,4
1998-99,Real Zaragoza,11,5,5,8,16,13,9,38,57,35,22,57,46,11
1998-99,Athletic Club,10,7,4,8,17,12,9,38,60,30,23,53,47,6
1998-99,Espanyol,9,7,2,7,16,9,13,38,61,27,22,49,38,11
1998-99,Deportivo,11,6,2,7,17,9,12,38,63,33,22,55,43,12
1998-99,Celta de Vigo,12,5,1,7,17,8,13,38,64,46,23,69,41,28
1998-99,Valencia,11,8,3,8,19,11,8,38,65,38,25,63,39,24
1998-99,Mallorca,14,6,2,10,20,12,6,38,66,30,18,48,31,17
1998-99,Real Madrid,14,7,3,9,21,12,5,38,68,46,31,77,62,15
1998-99,Barcelona,13,11,3,4,24,7,7,38,79,52,35,87,43,44
1999-00,Sevilla,5,0,8,12,5,20,13,38,28,25,17,42,67,-25
1999-00,Atletico de Madrid,5,4,6,12,9,18,11,38,38,26,22,48,64,-16
1999-00,Betis,8,3,5,13,11,18,9,38,42,19,14,33,56,-23
1999-00,Real Oviedo,9,2,3,12,11,15,12,38,45,23,21,44,60,-16
1999-00,Numancia,9,2,4,11,11,15,12,38,45,30,17,47,59,-12
1999-00,Racing de Santander,3,7,3,9,10,12,16,38,46,25,27,52,50,2
1999-00,Real Sociedad,9,2,3,10,11,13,14,38,47,28,14,42,49,-7
1999-00,Espanyol,8,4,4,11,12,15,11,38,47,31,20,51,48,3
1999-00,Malaga,7,4,5,7,11,12,15,38,48,25,30,55,50,5
1999-00,Athletic Club,8,4,3,9,12,12,14,38,50,29,18,47,57,-10
1999-00,Mallorca,11,3,4,11,14,15,9,38,51,33,19,52,45,7
1999-00,Rayo Vallecano,8,7,8,8,15,16,7,38,52,28,23,51,53,-2
1999-00,Valladolid,11,3,5,8,14,13,11,38,53,26,10,36,44,-8
1999-00,Celta de Vigo,10,5,4,11,15,15,8,38,53,31,14,45,43,2
1999-00,Alaves,10,7,5,6,17,11,10,38,61,23,18,41,37,4
1999-00,Real Madrid,9,7,6,2,16,8,14,38,62,31,27,58,48,10
1999-00,Real Zaragoza,11,5,1,6,16,7,15,38,63,36,24,60,40,20
1999-00,Valencia,12,6,3,7,18,10,10,38,64,40,19,59,39,20
1999-00,Barcelona,13,6,4,8,19,12,7,38,64,42,28,70,46,24
1999-00,Deportivo,16,5,2,9,21,11,6,38,69,47,19,66,44,22
2000-01,Numancia,8,2,6,13,10,19,9,38,39,24,16,40,64,-24
2000-01,Racing de Santander,10,0,4,15,10,19,9,38,39,33,15,48,62,-14
2000-01,Real Oviedo,9,2,4,15,11,19,8,38,41,42,9,51,67,-16
2000-01,Osasuna,6,4,5,11,10,16,12,38,42,26,17,43,54,-11
2000-01,Valladolid,8,1,2,12,9,14,15,38,42,24,18,42,50,-8
2000-01,Real Zaragoza,8,1,2,12,9,14,15,38,42,40,14,54,57,-3
2000-01,Athletic Club,9,2,6,11,11,17,10,38,43,32,12,44,60,-16
2000-01,Real Sociedad,6,5,7,10,11,17,10,38,43,28,24,52,68,-16
2000-01,Rayo Vallecano,7,3,6,9,10,15,13,38,43,30,26,56,68,-12
2000-01,Las Palmas,10,3,6,12,13,18,7,38,46,20,22,42,62,-20
2000-01,Alaves,10,4,7,10,14,17,7,38,49,34,24,58,59,-1
2000-01,Espanyol,9,5,7,9,14,16,8,38,50,25,21,46,44,2
2000-01,Malaga,10,6,4,10,16,14,8,38,56,34,26,60,61,-1
2000-01,Villarreal,9,7,4,9,16,13,9,38,57,33,25,58,52,6
2000-01,Celta de Vigo,11,5,1,10,16,11,11,38,59,31,20,51,49,2
2000-01,Valencia,13,5,5,6,18,11,9,38,63,30,25,55,34,21
2000-01,Barcelona,12,5,3,6,17,9,12,38,63,51,29,80,57,23
2000-01,Mallorca,14,6,1,6,20,7,11,38,71,38,23,61,43,18
2000-01,Deportivo,15,7,1,8,22,9,7,38,73,44,29,73,44,29
2000-01,Real Madrid,15,9,1,5,24,6,8,38,80,53,28,81,40,41
2001-02,Real Zaragoza,6,3,6,13,9,19,10,38,37,21,14,35,54,-19
2001-02,Tenerife,6,4,8,12,10,20,8,38,38,21,11,32,58,-26
2001-02,Las Palmas,7,2,4,12,9,16,13,38,40,23,17,40,50,-10
2001-02,Osasuna,6,4,7,9,10,16,12,38,42,19,17,36,49,-13
2001-02,Mallorca,7,4,7,10,11,17,10,38,43,24,16,40,52,-12
2001-02,Villarreal,9,2,4,13,11,17,10,38,43,30,16,46,55,-9
2001-02,Espanyol,12,1,5,12,13,17,8,38,47,34,13,47,56,-9
2001-02,Real Sociedad,8,5,5,12,13,17,8,38,47,31,17,48,54,-6
2001-02,Valladolid,9,4,6,10,13,16,9,38,48,24,21,45,58,-13
2001-02,Rayo Vallecano,11,2,5,10,13,15,10,38,49,27,19,46,52,-6
2001-02,Athletic Club,6,8,6,7,14,13,11,38,53,23,31,54,66,-12
2001-02,Malaga,8,5,4,7,13,11,14,38,53,24,20,44,44,0
2001-02,Sevilla,7,7,6,7,14,13,11,38,53,26,25,51,40,11
2001-02,Alaves,10,7,8,10,17,18,3,38,54,22,19,41,44,-3
2001-02,Betis,11,4,3,6,15,9,14,38,59,26,16,42,34,8
